ClassID,GenType,PosX,PosY,PosZ,Direction,NPCID,AnchorRange,Name
10,15,-2159,1137,-2969,162.9,40001,10,WarpSpot
11,16,2420,289,2163,73,40001,10,WarpSpot
12,17,-1528,1041,-1792,125,40001,10,WarpSpot
13,18,-1631,1026,-1637,-65,40001,10,WarpSpot
14,19,2295,384,937,54,40001,10,WarpSpot
15,20,2581,384,1036,-173,40001,10,WarpSpot
502,502,-1578.7,1137.75,-2850.12,0,0,10,알란
504,504,-1494,965,-1093,0,0,10,지휘관 월리스
505,505,-1887.8,798.14,337.47,0,0,10,와이즈
510,510,390,459,312,-95.78,0,10,오래된 부엉이 조각상
514,514,734,515,-252,-95.78,0,10,걱정하는 부엉이 조각상
515,515,1345.73,514.5,164.33,-95.78,0,10,첫 번째 시험관 부엉이 조각상
516,516,1428.5703,515.6718,-118.94043,-95.78,0,10,두 번째 시험관 부엉이 조각상
517,517,1030.3516,515.66046,38.841076,-74,0,10,세 번째 시험관 부엉이 조각상
518,518,2517.4468,288.73837,1577.3906,0,0,10,가이갈라스 소환장소
601,601,-1916.87,1137.75,-2346.68,0,0,10,별것 아닌 보고서 트리거
602,602,-833.408,1070.3256,-1295.3491,-53,0,10,지휘관의 자책 트리거
700,600,-1824,1137,-2731,0,45120,30,ROOT
701,600,-1910,1137,-2511,0,45120,30,ROOT
702,600,-1595,1137,-2641,0,45120,30,ROOT
703,600,-1346,965,-1098,0,45120,30,ROOT
704,600,-2031.7213,872.5606,-436.15097,0,45120,30,ROOT
705,600,-1870,798,253,0,45120,30,ROOT
706,600,-846.99084,575.8357,204.8135,0,45120,30,ROOT
707,600,-338,575,310,0,45120,30,ROOT
708,600,-816,777,-664,0,45120,30,ROOT
709,600,-552,664,-950,0,45120,30,ROOT
710,600,608,516,688,0,45120,30,ROOT
711,600,1305.6753,515.6718,129.96463,0,45120,30,ROOT
712,600,1130.2466,515.6718,-143.00745,0,45120,30,ROOT
713,600,1821.6901,384.9307,562.15204,0,45120,30,ROOT
714,600,1795.6863,384.9307,829.0664,0,45120,30,ROOT
715,600,2155,384,569,0,45120,30,ROOT
716,600,2415.202,289.4842,1948.078,0,45120,30,ROOT
717,600,2117,289,1754,0,45120,30,ROOT
718,600,2554,310,1444,0,45120,30,ROOT
719,600,-1619.7797,1025.5177,-1437.0828,0,45120,30,ROOT
720,600,-1921,798,-167,0,45120,30,ROOT
721,600,384,459,372,0,45120,30,ROOT
1005,604,-588,544,899,90,0,1,크바일라스 숲
1006,605,-1373.99,1105.48,-2289.86,0,0,0,케파레이더
1007,606,-1343.51,965.38,-1035.27,0,0,0,인프로 홀더
1008,607,-1760.7244,1137.7498,-2740.6445,0,0,0,케파레이더
1009,607,-1819.4385,1137.7496,-2144.4124,0,0,0,케파레이더
1013,607,-1453.1504,965.376,-887.2419,0,0,0,케파레이더
1014,607,-1954.26,797.85,-94.54,0,0,0,케파레이더
1015,607,-1813.26,798.14,316.79,0,0,0,케파레이더
1016,607,-902.80615,1070.7126,-1378.9331,0,0,0,케파레이더
1017,607,-1565.24,1013.19,-1392.74,0,0,0,케파레이더
1026,609,-901.43,777.28,-705.55,0,0,0,THORN_23_HQ01병사 트리거
1036,616,-1804.5814,1137.7496,-2585.8125,0,0,0,인프로 홀더
1045,619,-1616.08,1026.44,-1503.36,0,0,0,더키
1046,620,-339.61,665.47,-1219,0,0,0,인프로 호글란
1047,621,-625.35,614.94,-241.82,0,0,0,크로뉴트
1048,622,-355.74838,575.9372,341.96207,0,0,0,인프로 호글란
1049,623,-2137.174,798.0583,-46.905,0,0,0,크로뉴트
1050,624,-1099.2568,1003.9225,-1206.7878,0,0,0,더키
1051,625,-712.6937,589.328,-129.95483,0,0,0,인프로 홀더
1053,627,-1131.9987,600.2852,326.04385,0,0,0,더키
1054,627,-1023.6309,600.2852,195.97217,0,0,0,더키
1057,627,-783.8198,575.9372,-18.01628,0,0,0,더키
1058,627,-632.95197,604.26245,-189.0316,0,0,0,더키
1059,627,-708.41626,623.03656,-288.9838,0,0,0,더키
1060,627,-693.48236,575.9372,117.36983,0,0,0,더키
1062,627,-694.52124,575.9373,347.74463,0,0,0,더키
1063,627,-617.5734,575.9372,579.4446,0,0,0,더키
1065,627,-250.23822,575.9372,424.94223,0,0,0,더키
1066,627,-417.48663,575.93726,541.6535,0,0,0,더키
1067,627,-396.84824,575.93713,283.3022,0,0,0,더키
1068,628,-1512.1764,965.376,-884.1146,0,0,0,케파레이더
1069,628,-1631.8242,1003.0453,-1329.7943,0,0,0,케파레이더
1070,628,-982.9622,1042.259,-1292.1564,0,0,0,케파레이더
1071,628,-659.2467,575.9372,208.03366,0,0,0,케파레이더
1072,628,-1224.5986,965.376,-1208.1992,0,0,0,케파레이더
1073,628,-1282.631,965.376,-1047.0851,0,0,0,케파레이더
1074,628,-511.0037,575.9372,646.3681,0,0,0,케파레이더
1075,628,-774.72675,575.9372,8.226215,0,0,0,케파레이더
1076,628,-762.236,575.9372,346.74704,0,0,0,케파레이더
1077,628,-996.28436,600.2852,250.48212,0,0,0,케파레이더
1078,628,-328.0668,575.9372,337.90933,0,0,0,케파레이더
1080,628,-85.91797,532.4358,559.1737,0,0,0,케파레이더
1082,509,-993,600,290,0,0,0,장작
1083,616,-1994.4603,1137.7496,-2603.8208,0,0,0,인프로 홀더
1084,616,-1729.309,1137.7496,-2865.6157,0,0,0,인프로 홀더
1085,616,-1552.1726,1137.7496,-2723.495,0,0,0,인프로 홀더
1086,616,-2019.0951,1137.7496,-2864.6743,0,0,0,인프로 홀더
1087,616,-1946.5099,1137.7496,-2194.904,0,0,0,인프로 홀더
1088,616,-1506.0367,1135.5632,-2395.0193,0,0,0,인프로 홀더
1089,616,-1642.9357,1137.7496,-2527.1519,0,0,0,인프로 홀더
1090,624,-1593.1708,998.07715,-1321.9813,0,0,0,더키
1091,624,-1598.4993,965.376,-786.76984,0,0,0,더키
1092,624,-803.17883,1070.7128,-1345.9825,0,0,0,더키
1093,624,-847.6821,1070.7126,-1494.0217,0,0,0,더키
1094,624,-1012.4822,1030.8854,-1251.6713,0,0,0,더키
1095,624,-1910.3602,922.9612,-558.8174,0,0,0,더키
1096,622,-843.96277,575.8353,250.66608,0,0,0,인프로 호글란
1097,622,-369.99896,575.9372,594.026,0,0,0,인프로 호글란
1098,622,-679.8226,576.66974,-59.717934,0,0,0,인프로 호글란
1099,622,-92.8905,551.56647,548.32117,0,0,0,인프로 호글란
1100,622,244.67934,534.11694,639.5874,0,0,0,인프로 호글란
1101,622,397.45166,459.82,377.12387,0,0,0,인프로 호글란
1102,622,-1350.8917,647.90186,362.52377,0,0,0,인프로 호글란
1103,623,-1876.8945,952.65875,-702.831,0,0,0,크로뉴트
1104,623,-1717.1622,965.376,-701.9787,0,0,0,크로뉴트
1105,623,-2159.0305,820.7557,-270.35956,0,0,0,크로뉴트
1106,623,-1728.9342,798.1397,250.06274,0,0,0,크로뉴트
1107,623,-1776.7732,809.6236,37.58861,0,0,0,크로뉴트
