ClassID,GenType,PosX,PosY,PosZ,Direction,NPCID,AnchorRange,Name
72,7,-356,194,517,0,400564,0,지뷰 사크몰리
73,8,-623,194,-377,-10,47191,0,문헌2
74,9,-611,194,214,-10,47191,0,문헌2
75,10,156.24,193.08,172.23,-59,47191,0,문헌2
76,11,930,174,-98,-10,47191,0,문헌2
77,12,881,174,467,-10,47191,0,문헌2
78,13,1001,175,1294,-10,47191,0,문헌2
79,14,-765.504,194.769,413.12643,-30,47161,0,행상인이 잃어버린 물건2
81,15,175.23,193.08,59.55,69,20138,0,마을 아저씨3
210,19,-479,194,-656,-45,40001,0,WarpSpot
211,20,873,174,1635,100,40001,0,WarpSpot
231,26,-644.49176,194.769,479.10025,0,20016,0,서쪽 숲 정찰병
237,31,363,195,144,0,20118,0,마을 아저씨2
238,37,211,193,425,0,20154,0,마을 아저씨8
239,38,428,192,209,0,20025,0,투명NPC
277,40,94.4368,196.49411,112.37225,0,0,0,필드젠X
278,40,475.47784,193.0811,120.43165,0,0,0,필드젠X
279,40,384.51312,193.0811,497.12103,0,0,0,필드젠X
280,40,26.1072,193.0811,531.48584,0,0,0,필드젠X
283,43,1046.25,174.26,1282.89,0,0,0,JOB_WARLOCK4_1_TRIGGER
284,44,1261,173,-325,0,0,0,왕의 고원
285,46,1015.88,174.26,1062.2,0,0,0,졸렘
287,47,-569.13,194.77,-67.26,0,0,0,누덕 갈고리
291,3,470.49753,167.3459,-404.8022,0,0,0,졸렘
293,2,979.49,174.26,295.05,0,0,0,묘지골렘
296,48,-560.0713,194.769,558.1887,0,0,0,날개 개구리
310,51,360.88892,167.3459,-408.43646,0,0,0,묘지골렘
312,51,546.1072,167.3459,-435.46237,0,0,0,묘지골렘
313,51,716.03937,167.3459,-423.0482,0,0,0,묘지골렘
314,51,665.425,167.3459,-557.5505,0,0,0,묘지골렘
319,51,933.54926,174.2572,-116.07328,0,0,0,묘지골렘
323,52,-1385,195,-194,0,0,0,버려진 짐
324,50,-1331.5692,194.769,-416.90387,0,0,0,졸렘
325,50,-1222.1074,194.769,-329.1595,0,0,0,졸렘
326,50,-993.98663,194.769,-432.42987,0,0,0,졸렘
327,50,-921.53784,194.769,-184.95477,0,0,0,졸렘
328,50,-542.01294,194.769,-198.76392,0,0,0,졸렘
330,50,-403.24442,194.769,-370.48416,0,0,0,졸렘
333,50,-531.26337,194.769,-679.88904,0,0,0,졸렘
334,50,-1142.7701,194.769,-79.15982,0,0,0,졸렘
335,50,-1048.2003,194.769,-722.2287,0,0,0,졸렘
336,50,-901.0685,194.769,-590.18494,0,0,0,졸렘
340,40,334.84753,193.0811,0.8795109,0,0,0,필드젠X
342,53,861.2353,174.2572,1648.9602,0,0,0,필드젠X
343,53,1266.6857,174.2572,-321.13104,0,0,0,필드젠X
344,53,-527.2781,194.769,-634.60455,0,0,0,필드젠X
345,54,-1228.0762,194.769,-364.91287,0,0,0,나무뿌리 수정
346,54,-1233.333,194.769,-52.12926,0,0,0,나무뿌리 수정
347,54,-997.29364,194.769,-652.33374,0,0,0,나무뿌리 수정
348,54,-884.46844,194.769,-297.12048,0,0,0,나무뿌리 수정
349,54,-536.83716,194.769,-543.74854,0,0,0,나무뿌리 수정
350,54,-504.86328,194.769,-136.94818,0,0,0,나무뿌리 수정
351,54,-566.94977,194.769,248.27347,0,0,0,나무뿌리 수정
352,54,-593.46985,194.769,554.3878,0,0,0,나무뿌리 수정
353,54,305.55548,167.3459,-300.80585,0,0,0,나무뿌리 수정
354,54,591.86365,171.51602,-448.6558,0,0,0,나무뿌리 수정
355,54,1078.1501,174.2572,-349.7512,0,0,0,나무뿌리 수정
356,54,1025.9962,174.2572,-5.725052,0,0,0,나무뿌리 수정
357,54,987.96625,174.2572,364.78552,0,0,0,나무뿌리 수정
