ClassID,GenType,PosX,PosY,PosZ,Direction,NPCID,AnchorRange,Name
1,1,-683,36,-831,90,40001,10,소성당 지상 1층
2,2,110,165,-579,90,40001,10,팔라딘 마스터 추종자(여)
4,4,134.04427,164.8635,-576.63666,0,0,0,
5,5,-27,48,-137,-45,0,0,
6,6,1516,48,-104,-45,0,0,
7,7,-942,48,-106,-45,0,0,
9,9,-633.7751,35.9174,-934.17114,-9,0,0,
10,10,-352.36087,35.9174,106.87708,0,0,0,
11,11,-346.54013,35.9174,-197.8865,0,0,0,
12,11,-340.30005,35.9174,-367.82755,0,0,0,
13,11,-131.70874,35.9174,-380.37207,0,0,0,
14,11,64.47857,35.9174,-384.0647,0,0,0,
15,11,247.7086,35.9174,-377.22903,0,0,0,
16,11,259.53104,35.9174,-230.54797,0,0,0,
17,11,257.52325,35.9174,-46.802185,0,0,0,
19,11,250.70793,35.9174,173.81174,0,0,0,
21,11,54.164856,35.9174,150.1834,0,0,0,
22,11,-329.21997,35.9174,110.39921,0,0,0,
23,11,-349.88766,35.9174,-12.434479,0,0,0,
24,11,-145.01949,35.9174,122.3284,0,0,0,
63,16,801.3845,35.9174,-1249.9576,0,0,0,
64,17,944,36,-1135,0,0,0,
66,18,1015.049,35.9174,-1307.7367,0,0,0,
68,18,95.87236,164.8635,-723.93964,0,0,0,
83,21,-312.7185,35.9174,-984.02814,0,0,0,
84,21,-331.36154,35.9174,-688.5203,0,0,0,
85,21,-17.402885,164.8635,-794.48395,0,0,0,
86,21,-987.7939,35.9174,-262.22083,0,0,0,
87,21,-807.88824,35.9174,36.661736,0,0,0,
88,21,-425.98438,35.9174,-113.73592,0,0,0,
89,21,66.84832,35.9174,-118.77759,0,0,0,
90,21,461.5652,35.9174,-122.46444,0,0,0,
91,21,831.5559,35.9174,-190.80408,0,0,0,
92,21,957.9137,35.9174,-64.41771,0,0,0,
93,21,1412.5435,35.9174,-144.9969,0,0,0,
94,21,-92.374146,35.9174,390.1818,0,0,0,
95,21,18.656631,35.9174,649.89514,0,0,0,
96,21,99.58869,35.9174,1181.6218,0,0,0,
97,21,-121.56802,35.9174,1352.7853,0,0,0,
98,21,1644.5834,35.9174,-2.701645,0,0,0,
99,21,-369.4769,35.9174,-458.8756,0,0,0,
100,22,-0.91552734,35.9174,367.87085,0,0,0,
101,23,-228.69717,35.9174,-309.13104,0,0,0,
102,24,-34.403122,35.9174,-298.24753,0,0,0,
103,25,168.02449,35.9174,-297.65186,0,0,0,
104,26,164.49686,35.9174,-132.60135,0,0,0,
105,27,162.2024,35.9174,41.219467,0,0,0,
106,28,-33.617767,35.9174,38.77794,0,0,0,
107,29,-237.25992,35.9174,36.856857,0,0,0,
108,30,-236.83067,35.9174,-134.02667,0,0,0,
111,31,13.558617,35.9174,641.35345,0,0,0,
117,31,-35.020004,35.9174,314.71228,0,0,0,
118,31,689.5465,35.9174,-112.91242,0,0,0,
119,31,976.9662,35.9174,-114.31064,0,0,0,
158,50,844,36,-1210,0,40001,10,읽을 수 없는 독서대
159,51,1017,36,-1213,0,40001,10,읽을 수 있는 독서대
160,52,1645.4706,35.9174,-32.32468,0,0,0,
161,52,1617.9683,35.9174,-231.32451,0,0,0,
162,52,1435.481,35.9174,-266.87866,0,0,0,
163,52,1396.905,35.9174,13.652201,0,0,0,
164,52,1528.5339,35.9174,32.775326,0,0,0,
165,52,1319.8317,35.9174,-111.50265,0,0,0,
166,53,804.69116,35.9174,-225.06488,0,0,0,
167,53,1036.9054,35.9174,-136.44106,0,0,0,
