ClassID,GenType,PosX,PosY,PosZ,Direction
2,2,653.3237,25.350403,-62.927704,0
3,3,209.79044,79.7736,1027.3302,0
4,4,329.48898,25.3504,-300.50092,0
5,4,371.20502,25.350403,128.16537,0
6,4,760.30237,25.350437,544.79553,0
7,4,722.057,79.7736,1229.0355,0
8,4,250.99806,102.6202,1572.3615,0
9,4,-511.34366,74.8518,1584.9939,0
10,4,-863.1563,74.86068,1551.2291,0
11,4,-669.0167,74.8518,1010.5892,0
12,4,-362.57297,61.294273,562.1141,0
13,4,-429.312,35.256542,136.39116,0
14,4,-389.99014,25.350403,-443.7227,0
15,4,-767.2565,25.3504,-547.33405,0
16,4,-890.44476,25.3504,-806.70184,0
17,4,-1710.1826,65.4132,-1188.1558,0
18,4,-1547.4829,65.4132,-1449.5396,0
19,4,-351.53076,25.350403,-1623.7228,0
20,4,-13.278793,25.494066,-1109.5298,0
21,4,71.233765,25.459183,-1538.2854,0
22,4,1358.4744,25.350403,104.19524,0
23,4,1859.0321,25.3504,155.81516,0
24,5,2057.6414,25.350403,336.13278,32
25,6,-502.02637,25.350403,-1813.8921,-120
26,7,16.08543,79.7736,1297.2913,-22
27,8,196.20183,79.7736,925.6906,87
28,9,-1008.734,74.8518,1413.5234,0
29,10,-1683.5925,65.4132,-1334.3657,-13
30,11,1716.1891,25.350403,244.78104,-13
31,12,1716.797,25.350403,243.72002,0
32,13,1105.5974,25.350403,194.71376,-91
33,14,-439.40732,74.8518,1928.6306,74
1000,1001,-1753.5977,65.4132,-1504.8285,0
1001,1001,-1456.174,65.4132,-1471.8419,0
1002,1001,-1676.1628,65.4132,-1169.1843,0
1003,1001,-751.37286,25.3504,-739.612,0
1004,1001,-815.4513,25.350403,-379.00168,0
1005,1001,-16.91903,25.350403,-2037.6649,0
1006,1001,81.474724,25.51563,-1146.1113,0
1007,1001,240.6714,25.350403,-218.2995,0
1008,1001,439.6805,25.350403,200.41199,0
1009,1001,-552.1679,74.8518,679.7075,0
1010,1001,-344.8424,74.8518,891.6775,0
1011,1001,-874.628,74.8518,1021.9415,0
1012,1001,-774.5009,74.8518,1312.432,0
1013,1001,-941.468,74.8518,1791.4553,0
1014,1001,-531.2647,74.8518,1728.0356,0
1015,1001,182.14621,79.7736,1063.5536,0
1016,1001,295.40723,102.6202,1602.9263,0
1017,1001,860.00525,79.7736,1694.2803,0
1018,1001,757.21497,79.7736,1191.9335,0
1019,1001,-112.79036,25.524328,-1567.6534,0
1020,1002,-1775.5518,65.4132,-1592.9911,0
